key,en,gr,es
str_346,Prepare evaluation questionnaires → Analyse feedback and prepare a report → Identify areas for improvement for future actions → Communicate externally what was achieved during the development of the SIP → Celebrate the end of the project by valuing the work of the team involved!,Προετοιμασία ερωτηματολογίων αξιολόγησης → Ανάλυση σχολίων και σύνταξη έκθεσης → Προσδιορισμός τομέων βελτίωσης για μελλοντικές δράσεις → Επικοινωνία προς τα έξω σχετικά με τα επιτεύγματα κατά την ανάπτυξη του SIP → Γιορτάστε το τέλος του έργου αξιολογώντας το έργο της εμπλεκόμενης ομάδας!,Prepara cuestionarios de evaluación → Analizar la retroalimentación y elaborar un informe → Identificar áreas de mejora para acciones futuras → Comunicar externamente lo logrado durante el desarrollo del SIP → ¡Celebrar el final del proyecto valorando el trabajo del equipo implicado!
str_347,Additional Resources,Πρόσθετοι Πόροι,Recursos adicionales
str_348,Annexes &,Παραρτήματα &,Anexos y
str_349,Materials,Υλικά,Materiales
str_350,Practical tools to deepen your learning.,Πρακτικά εργαλεία για να εμβαθύνετε τη μάθησή σας.,Herramientas prácticas para profundizar en tu aprendizaje.
str_351,to see what is inside.,για να δείτε τι υπάρχει μέσα.,Para ver qué hay dentro.
str_352,Click each card,Κάντε κλικ σε κάθε κάρτα,Haz clic en cada carta
str_353,Activities for Young Leaders,Δραστηριότητες για Νέους Ηγέτες,Actividades para Jóvenes Líderes
str_354,Practical exercises and group dynamics to develop your leadership skills.,Πρακτικές ασκήσεις και δυναμική ομάδας για την ανάπτυξη των ηγετικών σας δεξιοτήτων.,Ejercicios prácticos y dinámica de grupo para desarrollar tus habilidades de liderazgo.
str_355,Click to expand ↓,Κάντε κλικ για ανάπτυξη ↓,Haz clic para expandir ↓
str_356,"A collection of hands-on activities for youth groups, organised around the three pillars of the kit:","Μια συλλογή από πρακτικές δραστηριότητες για ομάδες νέων, οργανωμένες γύρω από τους τρεις πυλώνες του kit:","Una colección de actividades prácticas para grupos juveniles, organizadas en torno a los tres pilares del kit:"
str_357,The Ideal Young Leader (45 min) — Getting to Know Each Other / Group Agreement (70 min),Ο Ιδανικός Νέος Ηγέτης (45 λεπτά) — Γνωριμία / Συμφωνία Ομάδας (70 λεπτά),El líder joven ideal (45 min) — Conociéndonos / Acuerdo de grupo (70 min)
str_358,ME & Others:,ΜΕ & Άλλοι:,Yo y otros:
str_359,Welcome to My Neighbourhood / Emotional Map (60 min) — Developing a Local Strategy using the GROW Model (45 min),Καλώς ορίσατε στη γειτονιά μου / Συναισθηματικός χάρτης (60 λεπτά) — Ανάπτυξη τοπικής στρατηγικής χρησιμοποιώντας το μοντέλο GROW (45 λεπτά),Bienvenidos a Mi Mapa Vecinal / Emocional (60 min) — Desarrollando una estrategia local usando el Modelo GROW (45 min)
str_360,ME & the Community:,ΜΕ & η Κοινότητα:,Yo y la comunidad:
str_361,Download PDF ↗,Λήψη PDF ↗,Descargar PDF ↗
str_362,Rights & Duties as Young Leaders,Δικαιώματα & Καθήκοντα ως Νέοι Ηγέτες,Derechos y deberes como jóvenes líderes
str_363,Know your rights as an active young citizen and the responsibilities that come with leadership.,Γνωρίστε τα δικαιώματά σας ως ενεργός νέος πολίτης και τις ευθύνες που συνοδεύουν την ηγεσία.,Conoce tus derechos como ciudadano joven activo y las responsabilidades que conlleva el liderazgo.
str_364,Your duties:,Τα καθήκοντά σας:,Tus funciones:
str_365,Act as a role model for your peers and community,Να λειτουργείς ως πρότυπο για τους συνομηλίκους σου και την κοινότητά σου,Actúa como modelo a seguir para tus compañeros y la comunidad
str_366,Commit to the project and maintain that commitment to its objectives until the end,Δέσμευση στο έργο και διατήρηση αυτής της δέσμευσης στους στόχους του μέχρι το τέλος,Comprométete con el proyecto y mantén ese compromiso con sus objetivos hasta el final
str_367,Stay informed and remain at the forefront of social issues,Μείνετε ενημερωμένοι και ενήμεροι για τα κοινωνικά ζητήματα,Mantente informado y mantente a la vanguardia de los problemas sociales
str_368,Develop a sense of initiative to carry out activities for and with your community,Αναπτύξτε ένα αίσθημα πρωτοβουλίας για την εκτέλεση δραστηριοτήτων για και με την κοινότητά σας,Desarrolla un sentido de iniciativa para llevar a cabo actividades para y con tu comunidad
str_369,Guide your peers to become active members of their community,Καθοδηγήστε τους συνομηλίκους σας ώστε να γίνουν ενεργά μέλη της κοινότητάς τους,Guía a tus compañeros para que se conviertan en miembros activos de su comunidad
str_370,"Collaborate with your team and with local partners (municipalities, associations, sports organisations, etc.)","Συνεργαστείτε με την ομάδα σας και με τοπικούς εταίρους (δήμους, συλλόγους, αθλητικούς οργανισμούς κ.λπ.)","Colabora con tu equipo y con socios locales (municipios, asociaciones, organizaciones deportivas, etc.)"
str_371,Your rights:,Τα δικαιώματά σας:,Tus derechos:
str_372,Know the resources available for the topics you wish to work on,Γνωρίστε τους διαθέσιμους πόρους για τα θέματα στα οποία θέλετε να εργαστείτε,Conoce los recursos disponibles para los temas en los que deseas trabajar
str_373,Receive appropriate training and clear guidance to strengthen your skills and knowledge,Λάβετε κατάλληλη εκπαίδευση και σαφή καθοδήγηση για να ενισχύσετε τις δεξιότητες και τις γνώσεις σας,Recibe la formación adecuada y una orientación clara para fortalecer tus habilidades y conocimientos
str_374,Receive support in developing strong leadership capacities,Λήψη υποστήριξης για την ανάπτυξη ισχυρών ηγετικών ικανοτήτων,Recibir apoyo para desarrollar fuertes capacidades de liderazgo
str_375,Gain experience in volunteering and team management that can strengthen your CV,Αποκτήστε εμπειρία στον εθελοντισμό και τη διαχείριση ομάδων που μπορεί να ενισχύσει το βιογραφικό σας σημείωμα,Adquiere experiencia en voluntariado y gestión de equipos que pueda fortalecer tu currículum
str_376,"Build connections with other young leaders at local, national, and European level","Δημιουργήστε δεσμούς με άλλους νέους ηγέτες σε τοπικό, εθνικό και ευρωπαϊκό επίπεδο","Crea conexiones con otras personas jóvenes líderes a nivel local, nacional y europeo"
str_377,✍️,✍️,✍️
str_378,Participation Agreement,Συμφωνία Συμμετοχής,Acuerdo de Participación
str_379,A document that formalises your commitment to the HUMAN project and your Social Impact Project.,Ένα έγγραφο που επισημοποιεί τη δέσμευσή σας στο έργο HUMAN και στο Έργο Κοινωνικού Αντίκτυπου.,Un documento que formalice tu compromiso con el proyecto HUMAN y tu Proyecto de Impacto Social.
str_380,"The agreement is entered into between the HUMAN project and the young leader. It covers: the project's objectives, what the partnership commits to (training, resources, guidance, support), and the participant's commitment to use the kit as guidance for implementing their SIP.","Η συμφωνία συνάπτεται μεταξύ του έργου HUMAN και του νεαρού ηγέτη. Καλύπτει: τους στόχους του έργου, τις δεσμεύσεις της συνεργασίας (εκπαίδευση, πόροι, καθοδήγηση, υποστήριξη) και τη δέσμευση του συμμετέχοντα να χρησιμοποιήσει το kit ως καθοδήγηση για την εφαρμογή του SIP του.","El acuerdo se firma entre el proyecto HUMAN y el joven líder. Abarca: los objetivos del proyecto, a qué se compromete la colaboración (formación, recursos, orientación, apoyo) y el compromiso del participante para utilizar el kit como guía para implementar su SIP."
str_381,Preview →,Προεπισκόπηση →,Vista previa →
str_382,Tips & Tricks,Συμβουλές & Κόλπα,Consejos y trucos
str_383,Wisdom for the,Σοφία για τους,Sabiduría para la
str_384,journey ahead,ταξίδι μπροστά,Viaje por delante
str_385,"Being a successful youth leader takes time. Don't stress — go step by step. You may not have all the competencies detailed on these pages right now, but you can develop them through others or learn them through practice. Trust your potential!","Το να είσαι επιτυχημένος ηγέτης νέων απαιτεί χρόνο. Μην αγχώνεσαι — προχώρα βήμα προς βήμα. Μπορεί να μην έχεις όλες τις ικανότητες που περιγράφονται λεπτομερώς σε αυτές τις σελίδες αυτή τη στιγμή, αλλά μπορείς να τις αναπτύξεις μέσω άλλων ή να τις μάθεις μέσω της εξάσκησης. Εμπιστεύσου τις δυνατότητές σου!","Ser un líder juvenil exitoso lleva tiempo. No te estreses: ve paso a paso. Puede que no tengas todas las competencias detalladas en estas páginas ahora mismo, pero puedes desarrollarlas a través de otros o aprenderlas mediante la práctica. ¡Confía en tu potencial!"
str_386,Trust your potential,Εμπιστεύσου τις δυνατότητές σου,Confía en tu potencial
str_387,"You may not have all the competencies right now, but you can develop them through others or learn them through practice. Trust yourself!","Μπορεί να μην έχετε όλες τις ικανότητες αυτή τη στιγμή, αλλά μπορείτε να τις αναπτύξετε μέσω άλλων ή να τις μάθετε μέσω της εξάσκησης. Εμπιστευτείτε τον εαυτό σας!","Puede que ahora mismo no tengas todas las competencias, pero puedes desarrollarlas a través de otros o aprenderlas con la práctica. ¡Confía en ti mismo!"
str_388,Be open to your peers,Να είσαι ανοιχτός στους συνομηλίκους σου,Sé abierto con tus compañeros
str_389,Be open to your peers and to others' ideas. You can learn as much from them as they can learn from you.,Να είσαι ανοιχτός στους συνομηλίκους σου και στις ιδέες των άλλων. Μπορείς να μάθεις τόσα πολλά από αυτούς όσα μπορούν να μάθουν κι αυτοί από εσένα.,Sé abierto a tus compañeros y a las ideas de los demás. Puedes aprender tanto de ellos como ellos de ti.
str_390,Find leaders who inspire you,Βρείτε ηγέτες που σας εμπνέουν,Encuentra líderes que te inspiren
str_391,"Identify other leaders — in your community or beyond — to inspire yourself. You can learn a great deal from others to improve your leadership skills, and even from what NOT to do.","Εντοπίστε άλλους ηγέτες — στην κοινότητά σας ή και πέρα ​​από αυτήν — για να εμπνεύσετε τον εαυτό σας. Μπορείτε να μάθετε πολλά από τους άλλους για να βελτιώσετε τις ηγετικές σας ικανότητες, ακόμη και από το τι ΔΕΝ πρέπει να κάνετε.","Identifica a otros líderes — dentro de tu comunidad o más allá — para inspirarte. Puedes aprender mucho de los demás para mejorar tus habilidades de liderazgo, e incluso sobre lo que NO debes hacer."
str_392,Evaluate after you lead,Αξιολογήστε αφού ηγηθείτε,Evalúa después de liderar
str_393,"After leading a group or process, always evaluate your own performance. Reflecting on your leadership will help you understand your limitations, identify your strengths, and find ways to improve.","Αφού ηγηθείτε μιας ομάδας ή μιας διαδικασίας, να αξιολογείτε πάντα την απόδοσή σας. Ο αναστοχασμός πάνω στην ηγεσία σας θα σας βοηθήσει να κατανοήσετε τους περιορισμούς σας, να εντοπίσετε τα δυνατά σας σημεία και να βρείτε τρόπους βελτίωσης.","Después de liderar un grupo o un proceso, siempre evalúa tu propio rendimiento. Reflexionar sobre tu liderazgo te ayudará a comprender tus limitaciones, identificar tus fortalezas y encontrar formas de mejorar."
str_394,Find what motivates you,Βρείτε τι σας παρακινεί,Encuentra qué te motiva
str_395,Find what motivates you enough to become a youth leader. The,Βρείτε τι σας παρακινεί αρκετά για να γίνετε ηγέτης νέων.,Encuentra lo que te motiva lo suficiente para convertirte en líder juvenil. El
str_396,will help you find your purpose and reason to act.,θα σας βοηθήσει να βρείτε τον σκοπό και τον λόγο για να δράσετε.,Te ayudará a encontrar tu propósito y la razón para actuar.
str_397,Ikigai model,Ikigai μοντέλο,Modelo de Ikigai
str_398,Learn more ↗,Μάθετε περισσότερα ↗,Más información ↗
str_399,Co-funded by the European Union,Συγχρηματοδοτείται από την Ευρωπαϊκή Ένωση,Cofinanciado por la Unión Europea
str_400,The HUMAN project has been co-financed by the EU CERV-2023-EQUAL programme. Its contents are the sole responsibility of its authors. The European Commission cannot be held responsible for any use which may be made of the information contained therein.,The HUMAN project has been co-financed by the EU CERV-2023-EQUAL programme. Its contents are the sole responsibility of its authors. The European Commission cannot be held responsible for any use which may be made of the information contained therein.,El proyecto HUMAN ha sido cofinanciado por el programa europeo CERV-2023-EQUAL. Su contenido es responsabilidad exclusiva de sus autores. La Comisión Europea no puede ser considerada responsable de ningún uso que pueda hacerse de la información contenida en ella.
str_401,Project: 101144478 — HUMAN — CERV-2023-EQUAL,Project: 101144478 — HUMAN — CERV-2023-EQUAL,Proyecto: 101144478 — HUMAN — CERV-2023-EQUAL
str_402,Digital Hate Interrupter Activism to combat structural racism promoting inter-community cooperation through digital technologies.,"Ψηφιακός Διακοπτής Μίσους Ακτιβισμός για την καταπολέμηση του δομικού ρατσισμού, προωθώντας τη συνεργασία μεταξύ των κοινοτήτων μέσω των ψηφιακών τεχνολογιών.","Activismo de Interrupción de Odio Digital para combatir el racismo estructural, promoviendo la cooperación intercomunitaria mediante tecnologías digitales."
str_403,© 2026 All rights Reserved · Project: 101144478 — HUMAN — CERV-2023-EQUAL,© 2026 All rights Reserved · Project: 101144478 — HUMAN — CERV-2023-EQUAL,© 2026 Todos los derechos reservados · Proyecto: 101144478 — HUMANO — CERV-2023-EQUAL
str_404,About,Για,Acerca de
str_405,Learning Modules,Μαθησιακές Ενότητες,Módulos de Aprendizaje
str_406,Download Manual PDF,Λήψη εγχειριδίου σε μορφή PDF,Descargar PDF del manual
str_407,How to Build a Powerful Story,Πώς να δημιουργήσετε μια δυνατή ιστορία,Cómo construir una historia poderosa
str_408,The art of storytelling for changemakers,Η τέχνη της αφήγησης ιστοριών για τους φορείς αλλαγής,El arte de contar historias para los agentes de cambio
str_409,A powerful story is not about you — it is about the change you want to see. It moves people from passive observers to active participants.,Μια δυνατή ιστορία δεν αφορά εσάς — αφορά την αλλαγή που θέλετε να δείτε. Μετατρέπει τους ανθρώπους από παθητικούς παρατηρητές σε ενεργούς συμμετέχοντες.,Una historia poderosa no trata sobre ti — trata sobre el cambio que quieres ver. Convierte a la gente de observadores pasivos a participantes activos.
str_410,"✨ Your ""Why"" — The call to action","✨ Το ""Γιατί"" σας — Η έκκληση για δράση","✨ Tu ""Por qué"" — El llamado a la acción"
str_411,"Start with the moment you realised something needed to change. Be specific and personal. ""I was 16 when I saw..."" is more powerful than broad statements about challenges young people face.",Ξεκινήστε από τη στιγμή που συνειδητοποιήσατε ότι κάτι έπρεπε να αλλάξει. Να είστε συγκεκριμένοι και προσωπικοί. Η φράση «Ήμουν 16 χρονών όταν είδα...» είναι πιο ισχυρή από τις γενικές δηλώσεις σχετικά με τις προκλήσεις που αντιμετωπίζουν οι νέοι.,"Empieza por el momento en que te diste cuenta de que algo tenía que cambiar. Sé específico y personal. ""Tenía 16 años cuando vi..."" es más poderosa que las afirmaciones generales sobre los desafíos que enfrentan los jóvenes."
str_412,🎭 The Challenge — Name the problem,🎭 Η Πρόκληση — Ονομάστε το πρόβλημα,🎭 El reto — Nombra el problema
str_413,"Describe the problem clearly and honestly. Do not minimise it, but do not exaggerate either. Help your audience feel the weight of the issue without overwhelming them.","Περιγράψτε το πρόβλημα με σαφήνεια και ειλικρίνεια. Μην το υποβαθμίζετε, αλλά ούτε υπερβάλλετε. Βοηθήστε το κοινό σας να νιώσει τη βαρύτητα του ζητήματος χωρίς να το κατακλύσετε.","Describe el problema de forma clara y honesta. No lo minimices, pero tampoco exageres. Ayuda a tu audiencia a sentir el peso del problema sin abrumarlos."
str_414,🌟 The Transformation — Show change is possible,🌟 Η Μεταμόρφωση — Δείξτε ότι η αλλαγή είναι δυνατή,🌟 La transformación — Mostrar que el cambio es posible
str_415,"Share evidence that your approach works — a small pilot, a similar project elsewhere, or your own early results. Hope must be grounded in reality.","Μοιραστείτε στοιχεία που αποδεικνύουν ότι η προσέγγισή σας λειτουργεί — ένα μικρό πιλοτικό έργο, ένα παρόμοιο έργο αλλού ή τα δικά σας πρώιμα αποτελέσματα. Η ελπίδα πρέπει να βασίζεται στην πραγματικότητα.","Comparte pruebas de que tu enfoque funciona — un pequeño piloto, un proyecto similar en otro lugar o tus propios primeros resultados. La esperanza debe estar arraigada en la realidad."
str_416,📣 The Invitation — Ask for something specific,📣 Η Πρόσκληση — Ζητήστε κάτι συγκεκριμένο,📣 La invitación — Pide algo específico
str_417,"End with a clear, specific call to action. ""Join us"", ""Share this"", ""Fund this"", ""Volunteer on Saturday"". Vague asks get vague responses.","Ολοκληρώστε με μια σαφή, συγκεκριμένη έκκληση για δράση. ""Ελάτε μαζί μας"", ""Κοινοποιήστε το"", ""Χρηματοδοτήστε το"", ""Γίνετε εθελοντής το Σάββατο"". Οι ασαφείς ερωτήσεις λαμβάνουν ασαφείς απαντήσεις.","Termina con un llamamiento claro y específico a la acción. ""Únete a nosotros"", ""Comparte esto"", ""Financia esto"", ""Haz voluntariado el sábado"". Las preguntas vagas reciben respuestas vagas."
str_418,Download the full storytelling guide:,Κατεβάστε τον πλήρη οδηγό αφήγησης:,Descarga la guía completa de narración:
str_419,Want to go deeper?,Θέλετε να εμβαθύνετε;,¿Quieres profundizar más?
str_420,How to Build a Powerful Story ↗,Πώς να δημιουργήσετε μια δυνατή ιστορία ↗,Cómo construir una historia poderosa↗ 
str_421,Youth Leader Resource Kit — HUMAN Project,Πακέτο Πόρων για Ηγέτες Νέων — Έργο HUMAN,Kit de Recursos para Líderes Juveniles — Proyecto HUMAN
str_422,This Participation Agreement is entered into between the HUMAN project and the undersigned participant.,Η παρούσα Συμφωνία Συμμετοχής συνάπτεται μεταξύ του έργου HUMAN και του υπογράφοντος συμμετέχοντα.,Este Acuerdo de Participación se firma entre el proyecto HUMAN y el participante firmante.
str_423,About the HUMAN project,Σχετικά με το έργο HUMAN,Sobre el proyecto HUMAN
str_424,The HUMAN project is co-financed by the EU CERV programme (ref. 101144478 — HUMAN — CERV-2023-EQUAL). Its aim is to provide an innovative model for social inclusion through the active participation of young people in community services via structured Social Impact Projects. The kit covers: ME as a young leader · ME and Others · ME and the Community.,The HUMAN project is co-financed by the EU CERV programme (ref. 101144478 — HUMAN — CERV-2023-EQUAL). Its aim is to provide an innovative model for social inclusion through the active participation of young people in community services via structured Social Impact Projects. The kit covers: ME as a young leader · ME and Others · ME and the Community.,El proyecto HUMAN está cofinanciado por el programa de la UE CERV (ref. 101144478 — HUMAN — CERV-2023-EQUAL). Su objetivo es ofrecer un modelo innovador de inclusión social mediante la participación activa de las personas jóvenes en los servicios comunitarios mediante Proyectos estructurados de Impacto Social. El kit abarca: ME como líder joven · ME y otros · ME y la comunidad.
str_425,What the partnership commits to,Τι δεσμεύεται η συνεργασία,A qué se compromete la sociedad
str_426,Supporting the development of essential knowledge and skills to become changemakers,Υποστήριξη της ανάπτυξης βασικών γνώσεων και δεξιοτήτων για να γίνουν φορείς αλλαγής,Apoyar el desarrollo de conocimientos y habilidades esenciales para convertirse en agentes de cambio
str_427,Providing resources that meet the educational needs and goals of young people,Παροχή πόρων που ανταποκρίνονται στις εκπαιδευτικές ανάγκες και τους στόχους των νέων,Proporcionar recursos que respondan a las necesidades y objetivos educativos de las personas jóvenes
str_428,Sharing practical tips for planning Social Impact Projects,Μοιραζόμαστε πρακτικές συμβουλές για τον σχεδιασμό έργων κοινωνικού αντίκτυπου,Compartiendo consejos prácticos para planificar Proyectos de Impacto Social
str_429,Offering self-reflection exercises and tools to assess strengths and areas for improvement,Προσφέροντας ασκήσεις αυτοαναστοχασμού και εργαλεία για την αξιολόγηση των δυνατών σημείων και των τομέων που χρήζουν βελτίωσης,Ofrecer ejercicios de autorreflexión y herramientas para evaluar fortalezas y áreas de mejora
str_430,Participant commitment,Δέσμευση Συμμετέχοντα,Compromiso de los/as participantes
str_431,"The Participant is committed to the project and willing to use the Youth Leader Resource Kit as a guide for implementing their Social Impact Project. By signing, the Participant understands that achieving the objectives requires collaboration between themselves and the HUMAN project partnership.","Ο Συμμετέχων δεσμεύεται για το έργο και είναι πρόθυμος να χρησιμοποιήσει το Πακέτο Πόρων για Ηγέτες Νέων ως οδηγό για την υλοποίηση του Έργου Κοινωνικού Αντίκτυπου. Με την υπογραφή του, ο Συμμετέχων κατανοεί ότι η επίτευξη των στόχων απαιτεί συνεργασία μεταξύ του ίδιου και της εταιρικής σχέσης του έργου HUMAN.","La persona participante se compromete con el proyecto y está dispuesta a utilizar el Youth Leader Resource Kit como guía para la implementación de su Proyecto de Impacto Social. Al firmar, la persona participante entiende que el logro de los objetivos requiere la colaboración entre ella y la asociación del proyecto HUMAN."
str_432,Date and place: ___________________________,Date and place: ___________________________,Fecha y lugar: ___________________________
str_433,Signature of the young leader: ___________________________,Signature of the young leader: ___________________________,Firma de la persona jóven líder: ___________________________
